Unweighted_Sample,Weighted_Sample,Question,Nationality,Country of Origin,Gender,Rank (text),Rank (number),Percentage
447,485,They have similar interests to me,French,France,Men,Ranked fifth,5,0.26
447,485,They have similar interests to me,French,France,Men,Ranked sixth,6,0.04
568,530,They are good looking,French,France,Women,Ranked first,1,0.11
568,530,They are good looking,French,France,Women,Ranked second,2,0.09
568,530,They are good looking,French,France,Women,Ranked third,3,0.11
568,530,They are good looking,French,France,Women,Ranked fourth,4,0.17
568,530,They are good looking,French,France,Women,Ranked fifth,5,0.35
568,530,They are good looking,French,France,Women,Ranked sixth,6,0.17
568,530,They have a personality I like,French,France,Women,Ranked first,1,0.42
568,530,They have a personality I like,French,France,Women,Ranked second,2,0.26
568,530,They have a personality I like,French,France,Women,Ranked third,3,0.17
568,530,They have a personality I like,French,France,Women,Ranked fourth,4,0.1
568,530,They have a personality I like,French,France,Women,Ranked fifth,5,0.04
568,530,They have a personality I like,French,France,Women,Ranked sixth,6,0.02
568,530,They have a sense of humour I like,French,France,Women,Ranked first,1,0.17
568,530,They have a sense of humour I like,French,France,Women,Ranked second,2,0.22
568,530,They have a sense of humour I like,French,France,Women,Ranked third,3,0.3
568,530,They have a sense of humour I like,French,France,Women,Ranked fourth,4,0.17
568,530,They have a sense of humour I like,French,France,Women,Ranked fifth,5,0.1
568,530,They have a sense of humour I like,French,France,Women,Ranked sixth,6,0.04
568,530,They are intelligent,French,France,Women,Ranked first,1,0.09
568,530,They are intelligent,French,France,Women,Ranked second,2,0.18
568,530,They are intelligent,French,France,Women,Ranked third,3,0.2
568,530,They are intelligent,French,France,Women,Ranked fourth,4,0.32
568,530,They are intelligent,French,France,Women,Ranked fifth,5,0.18
568,530,They are intelligent,French,France,Women,Ranked sixth,6,0.03
568,530,They have/make a decent amount of money,French,France,Women,Ranked first,1,0.01
568,530,They have/make a decent amount of money,French,France,Women,Ranked second,2,0.01
568,530,They have/make a decent amount of money,French,France,Women,Ranked third,3,0.04
568,530,They have/make a decent amount of money,French,France,Women,Ranked fourth,4,0.05
568,530,They have/make a decent amount of money,French,France,Women,Ranked fifth,5,0.19
568,530,They have/make a decent amount of money,French,France,Women,Ranked sixth,6,0.7
568,530,They have similar interests to me,French,France,Women,Ranked first,1,0.19
568,530,They have similar interests to me,French,France,Women,Ranked second,2,0.24
568,530,They have similar interests to me,French,France,Women,Ranked third,3,0.19
568,530,They have similar interests to me,French,France,Women,Ranked fourth,4,0.19
568,530,They have similar interests to me,French,France,Women,Ranked fifth,5,0.14
568,530,They have similar interests to me,French,France,Women,Ranked sixth,6,0.05
972,992,They are good looking,German,Germany,Men,Ranked first,1,0.17
972,992,They are good looking,German,Germany,Men,Ranked second,2,0.17
972,992,They are good looking,German,Germany,Men,Ranked third,3,0.14
972,992,They are good looking,German,Germany,Men,Ranked fourth,4,0.16
972,992,They are good looking,German,Germany,Men,Ranked fifth,5,0.26
972,992,They are good looking,German,Germany,Men,Ranked sixth,6,0.1
972,992,They have a personality I like,German,Germany,Men,Ranked first,1,0.51
972,992,They have a personality I like,German,Germany,Men,Ranked second,2,0.19
972,992,They have a personality I like,German,Germany,Men,Ranked third,3,0.13
972,992,They have a personality I like,German,Germany,Men,Ranked fourth,4,0.09
972,992,They have a personality I like,German,Germany,Men,Ranked fifth,5,0.06
972,992,They have a personality I like,German,Germany,Men,Ranked sixth,6,0.03
972,992,They have a sense of humour I like,German,Germany,Men,Ranked first,1,0.11
972,992,They have a sense of humour I like,German,Germany,Men,Ranked second,2,0.25
972,992,They have a sense of humour I like,German,Germany,Men,Ranked third,3,0.27
972,992,They have a sense of humour I like,German,Germany,Men,Ranked fourth,4,0.2
972,992,They have a sense of humour I like,German,Germany,Men,Ranked fifth,5,0.13
972,992,They have a sense of humour I like,German,Germany,Men,Ranked sixth,6,0.04
972,992,They are intelligent,German,Germany,Men,Ranked first,1,0.08
972,992,They are intelligent,German,Germany,Men,Ranked second,2,0.17
972,992,They are intelligent,German,Germany,Men,Ranked third,3,0.24
972,992,They are intelligent,German,Germany,Men,Ranked fourth,4,0.26
972,992,They are intelligent,German,Germany,Men,Ranked fifth,5,0.2
972,992,They are intelligent,German,Germany,Men,Ranked sixth,6,0.05
972,992,They have/make a decent amount of money,German,Germany,Men,Ranked first,1,0.02
972,992,They have/make a decent amount of money,German,Germany,Men,Ranked second,2,0.03
972,992,They have/make a decent amount of money,German,Germany,Men,Ranked third,3,0.04
972,992,They have/make a decent amount of money,German,Germany,Men,Ranked fourth,4,0.06
972,992,They have/make a decent amount of money,German,Germany,Men,Ranked fifth,5,0.15
972,992,They have/make a decent amount of money,German,Germany,Men,Ranked sixth,6,0.7
972,992,They have similar interests to me,German,Germany,Men,Ranked first,1,0.12
972,992,They have similar interests to me,German,Germany,Men,Ranked second,2,0.18
972,992,They have similar interests to me,German,Germany,Men,Ranked third,3,0.18
972,992,They have similar interests to me,German,Germany,Men,Ranked fourth,4,0.23
972,992,They have similar interests to me,German,Germany,Men,Ranked fifth,5,0.21
972,992,They have similar interests to me,German,Germany,Men,Ranked sixth,6,0.08
1068,1048,They are good looking,German,Germany,Women,Ranked first,1,0.07
1068,1048,They are good looking,German,Germany,Women,Ranked second,2,0.07
1068,1048,They are good looking,German,Germany,Women,Ranked third,3,0.09
1068,1048,They are good looking,German,Germany,Women,Ranked fourth,4,0.17
1068,1048,They are good looking,German,Germany,Women,Ranked fifth,5,0.35
1068,1048,They are good looking,German,Germany,Women,Ranked sixth,6,0.24
1068,1048,They have a personality I like,German,Germany,Women,Ranked first,1,0.56
1068,1048,They have a personality I like,German,Germany,Women,Ranked second,2,0.21
1068,1048,They have a personality I like,German,Germany,Women,Ranked third,3,0.11
1068,1048,They have a personality I like,German,Germany,Women,Ranked fourth,4,0.07
1068,1048,They have a personality I like,German,Germany,Women,Ranked fifth,5,0.04
1068,1048,They have a personality I like,German,Germany,Women,Ranked sixth,6,0.02
1068,1048,They have a sense of humour I like,German,Germany,Women,Ranked first,1,0.17
1068,1048,They have a sense of humour I like,German,Germany,Women,Ranked second,2,0.32
1068,1048,They have a sense of humour I like,German,Germany,Women,Ranked third,3,0.26
1068,1048,They have a sense of humour I like,German,Germany,Women,Ranked fourth,4,0.13
1068,1048,They have a sense of humour I like,German,Germany,Women,Ranked fifth,5,0.08
1068,1048,They have a sense of humour I like,German,Germany,Women,Ranked sixth,6,0.05
1068,1048,They are intelligent,German,Germany,Women,Ranked first,1,0.07
1068,1048,They are intelligent,German,Germany,Women,Ranked second,2,0.19
1068,1048,They are intelligent,German,Germany,Women,Ranked third,3,0.23
1068,1048,They are intelligent,German,Germany,Women,Ranked fourth,4,0.31
1068,1048,They are intelligent,German,Germany,Women,Ranked fifth,5,0.14
1068,1048,They are intelligent,German,Germany,Women,Ranked sixth,6,0.05
1068,1048,They have/make a decent amount of money,German,Germany,Women,Ranked first,1,0.01
1068,1048,They have/make a decent amount of money,German,Germany,Women,Ranked second,2,0.03
1068,1048,They have/make a decent amount of money,German,Germany,Women,Ranked third,3,0.07
1068,1048,They have/make a decent amount of money,German,Germany,Women,Ranked fourth,4,0.1
1068,1048,They have/make a decent amount of money,German,Germany,Women,Ranked fifth,5,0.25
1068,1048,They have/make a decent amount of money,German,Germany,Women,Ranked sixth,6,0.55
1068,1048,They have similar interests to me,German,Germany,Women,Ranked first,1,0.13
1068,1048,They have similar interests to me,German,Germany,Women,Ranked second,2,0.19
1068,1048,They have similar interests to me,German,Germany,Women,Ranked third,3,0.24
1068,1048,They have similar interests to me,German,Germany,Women,Ranked fourth,4,0.22
1068,1048,They have similar interests to me,German,Germany,Women,Ranked fifth,5,0.14
1068,1048,They have similar interests to me,German,Germany,Women,Ranked sixth,6,0.09
489,538,They are good looking,Hong Kong,Hong Kong,Men,Ranked first,1,0.33
489,538,They are good looking,Hong Kong,Hong Kong,Men,Ranked second,2,0.21
489,538,They are good looking,Hong Kong,Hong Kong,Men,Ranked third,3,0.17
489,538,They are good looking,Hong Kong,Hong Kong,Men,Ranked fourth,4,0.14
489,538,They are good looking,Hong Kong,Hong Kong,Men,Ranked fifth,5,0.08
489,538,They are good looking,Hong Kong,Hong Kong,Men,Ranked sixth,6,0.07
489,538,They have a personality I like,Hong Kong,Hong Kong,Men,Ranked first,1,0.45
489,538,They have a personality I like,Hong Kong,Hong Kong,Men,Ranked second,2,0.26
489,538,They have a personality I like,Hong Kong,Hong Kong,Men,Ranked third,3,0.12
489,538,They have a personality I like,Hong Kong,Hong Kong,Men,Ranked fourth,4,0.07
489,538,They have a personality I like,Hong Kong,Hong Kong,Men,Ranked fifth,5,0.06
489,538,They have a personality I like,Hong Kong,Hong Kong,Men,Ranked sixth,6,0.04
489,538,They have a sense of humour I like,Hong Kong,Hong Kong,Men,Ranked first,1,0.06
489,538,They have a sense of humour I like,Hong Kong,Hong Kong,Men,Ranked second,2,0.14
489,538,They have a sense of humour I like,Hong Kong,Hong Kong,Men,Ranked third,3,0.21
489,538,They have a sense of humour I like,Hong Kong,Hong Kong,Men,Ranked fourth,4,0.23
489,538,They have a sense of humour I like,Hong Kong,Hong Kong,Men,Ranked fifth,5,0.25
489,538,They have a sense of humour I like,Hong Kong,Hong Kong,Men,Ranked sixth,6,0.11
489,538,They are intelligent,Hong Kong,Hong Kong,Men,Ranked first,1,0.06
489,538,They are intelligent,Hong Kong,Hong Kong,Men,Ranked second,2,0.13
489,538,They are intelligent,Hong Kong,Hong Kong,Men,Ranked third,3,0.2
489,538,They are intelligent,Hong Kong,Hong Kong,Men,Ranked fourth,4,0.26
489,538,They are intelligent,Hong Kong,Hong Kong,Men,Ranked fifth,5,0.24
489,538,They are intelligent,Hong Kong,Hong Kong,Men,Ranked sixth,6,0.12
489,538,They have/make a decent amount of money,Hong Kong,Hong Kong,Men,Ranked first,1,0.03
489,538,They have/make a decent amount of money,Hong Kong,Hong Kong,Men,Ranked second,2,0.05
489,538,They have/make a decent amount of money,Hong Kong,Hong Kong,Men,Ranked third,3,0.08
489,538,They have/make a decent amount of money,Hong Kong,Hong Kong,Men,Ranked fourth,4,0.1
489,538,They have/make a decent amount of money,Hong Kong,Hong Kong,Men,Ranked fifth,5,0.18
489,538,They have/make a decent amount of money,Hong Kong,Hong Kong,Men,Ranked sixth,6,0.56
489,538,They have similar interests to me,Hong Kong,Hong Kong,Men,Ranked first,1,0.07
489,538,They have similar interests to me,Hong Kong,Hong Kong,Men,Ranked second,2,0.22
489,538,They have similar interests to me,Hong Kong,Hong Kong,Men,Ranked third,3,0.22
489,538,They have similar interests to me,Hong Kong,Hong Kong,Men,Ranked fourth,4,0.2
489,538,They have similar interests to me,Hong Kong,Hong Kong,Men,Ranked fifth,5,0.19
489,538,They have similar interests to me,Hong Kong,Hong Kong,Men,Ranked sixth,6,0.11
631,582,They are good looking,Hong Kong,Hong Kong,Women,Ranked first,1,0.19
631,582,They are good looking,Hong Kong,Hong Kong,Women,Ranked second,2,0.11
631,582,They are good looking,Hong Kong,Hong Kong,Women,Ranked third,3,0.17
631,582,They are good looking,Hong Kong,Hong Kong,Women,Ranked fourth,4,0.17
631,582,They are good looking,Hong Kong,Hong Kong,Women,Ranked fifth,5,0.21
631,582,They are good looking,Hong Kong,Hong Kong,Women,Ranked sixth,6,0.17
631,582,They have a personality I like,Hong Kong,Hong Kong,Women,Ranked first,1,0.53
631,582,They have a personality I like,Hong Kong,Hong Kong,Women,Ranked second,2,0.23
631,582,They have a personality I like,Hong Kong,Hong Kong,Women,Ranked third,3,0.1
631,582,They have a personality I like,Hong Kong,Hong Kong,Women,Ranked fourth,4,0.06
631,582,They have a personality I like,Hong Kong,Hong Kong,Women,Ranked fifth,5,0.04
631,582,They have a personality I like,Hong Kong,Hong Kong,Women,Ranked sixth,6,0.04
631,582,They have a sense of humour I like,Hong Kong,Hong Kong,Women,Ranked first,1,0.09
631,582,They have a sense of humour I like,Hong Kong,Hong Kong,Women,Ranked second,2,0.22
631,582,They have a sense of humour I like,Hong Kong,Hong Kong,Women,Ranked third,3,0.25
631,582,They have a sense of humour I like,Hong Kong,Hong Kong,Women,Ranked fourth,4,0.19
631,582,They have a sense of humour I like,Hong Kong,Hong Kong,Women,Ranked fifth,5,0.16
631,582,They have a sense of humour I like,Hong Kong,Hong Kong,Women,Ranked sixth,6,0.09
631,582,They are intelligent,Hong Kong,Hong Kong,Women,Ranked first,1,0.08
631,582,They are intelligent,Hong Kong,Hong Kong,Women,Ranked second,2,0.14
631,582,They are intelligent,Hong Kong,Hong Kong,Women,Ranked third,3,0.19
631,582,They are intelligent,Hong Kong,Hong Kong,Women,Ranked fourth,4,0.27
631,582,They are intelligent,Hong Kong,Hong Kong,Women,Ranked fifth,5,0.19
631,582,They are intelligent,Hong Kong,Hong Kong,Women,Ranked sixth,6,0.12
631,582,They have/make a decent amount of money,Hong Kong,Hong Kong,Women,Ranked first,1,0.03
631,582,They have/make a decent amount of money,Hong Kong,Hong Kong,Women,Ranked second,2,0.05
631,582,They have/make a decent amount of money,Hong Kong,Hong Kong,Women,Ranked third,3,0.09
631,582,They have/make a decent amount of money,Hong Kong,Hong Kong,Women,Ranked fourth,4,0.15
631,582,They have/make a decent amount of money,Hong Kong,Hong Kong,Women,Ranked fifth,5,0.26
631,582,They have/make a decent amount of money,Hong Kong,Hong Kong,Women,Ranked sixth,6,0.42
631,582,They have similar interests to me,Hong Kong,Hong Kong,Women,Ranked first,1,0.09
631,582,They have similar interests to me,Hong Kong,Hong Kong,Women,Ranked second,2,0.25
631,582,They have similar interests to me,Hong Kong,Hong Kong,Women,Ranked third,3,0.2
631,582,They have similar interests to me,Hong Kong,Hong Kong,Women,Ranked fourth,4,0.16
631,582,They have similar interests to me,Hong Kong,Hong Kong,Women,Ranked fifth,5,0.14
631,582,They have similar interests to me,Hong Kong,Hong Kong,Women,Ranked sixth,6,0.16
519,518,They are good looking,Indian,India,Men,Ranked first,1,0.17
519,518,They are good looking,Indian,India,Men,Ranked second,2,0.16
519,518,They are good looking,Indian,India,Men,Ranked third,3,0.17
519,518,They are good looking,Indian,India,Men,Ranked fourth,4,0.15
519,518,They are good looking,Indian,India,Men,Ranked fifth,5,0.25
519,518,They are good looking,Indian,India,Men,Ranked sixth,6,0.1
519,518,They have a personality I like,Indian,India,Men,Ranked first,1,0.22
519,518,They have a personality I like,Indian,India,Men,Ranked second,2,0.19
519,518,They have a personality I like,Indian,India,Men,Ranked third,3,0.21
519,518,They have a personality I like,Indian,India,Men,Ranked fourth,4,0.18
519,518,They have a personality I like,Indian,India,Men,Ranked fifth,5,0.13
519,518,They have a personality I like,Indian,India,Men,Ranked sixth,6,0.08
519,518,They have a sense of humour I like,Indian,India,Men,Ranked first,1,0.19
519,518,They have a sense of humour I like,Indian,India,Men,Ranked second,2,0.19
519,518,They have a sense of humour I like,Indian,India,Men,Ranked third,3,0.2
519,518,They have a sense of humour I like,Indian,India,Men,Ranked fourth,4,0.16
519,518,They have a sense of humour I like,Indian,India,Men,Ranked fifth,5,0.18
519,518,They have a sense of humour I like,Indian,India,Men,Ranked sixth,6,0.07
519,518,They are intelligent,Indian,India,Men,Ranked first,1,0.15
519,518,They are intelligent,Indian,India,Men,Ranked second,2,0.22
519,518,They are intelligent,Indian,India,Men,Ranked third,3,0.2
519,518,They are intelligent,Indian,India,Men,Ranked fourth,4,0.22
519,518,They are intelligent,Indian,India,Men,Ranked fifth,5,0.13
519,518,They are intelligent,Indian,India,Men,Ranked sixth,6,0.07
519,518,They have/make a decent amount of money,Indian,India,Men,Ranked first,1,0.03
519,518,They have/make a decent amount of money,Indian,India,Men,Ranked second,2,0.03
519,518,They have/make a decent amount of money,Indian,India,Men,Ranked third,3,0.07
519,518,They have/make a decent amount of money,Indian,India,Men,Ranked fourth,4,0.09
519,518,They have/make a decent amount of money,Indian,India,Men,Ranked fifth,5,0.16
519,518,They have/make a decent amount of money,Indian,India,Men,Ranked sixth,6,0.62
519,518,They have similar interests to me,Indian,India,Men,Ranked first,1,0.23
519,518,They have similar interests to me,Indian,India,Men,Ranked second,2,0.2
519,518,They have similar interests to me,Indian,India,Men,Ranked third,3,0.16
519,518,They have similar interests to me,Indian,India,Men,Ranked fourth,4,0.2
519,518,They have similar interests to me,Indian,India,Men,Ranked fifth,5,0.15
519,518,They have similar interests to me,Indian,India,Men,Ranked sixth,6,0.06
496,497,They are good looking,Indian,India,Women,Ranked first,1,0.06
496,497,They are good looking,Indian,India,Women,Ranked second,2,0.11
496,497,They are good looking,Indian,India,Women,Ranked third,3,0.12
496,497,They are good looking,Indian,India,Women,Ranked fourth,4,0.16
496,497,They are good looking,Indian,India,Women,Ranked fifth,5,0.27
496,497,They are good looking,Indian,India,Women,Ranked sixth,6,0.28
496,497,They have a personality I like,Indian,India,Women,Ranked first,1,0.28
496,497,They have a personality I like,Indian,India,Women,Ranked second,2,0.18
496,497,They have a personality I like,Indian,India,Women,Ranked third,3,0.18
496,497,They have a personality I like,Indian,India,Women,Ranked fourth,4,0.17
496,497,They have a personality I like,Indian,India,Women,Ranked fifth,5,0.12
496,497,They have a personality I like,Indian,India,Women,Ranked sixth,6,0.06
496,497,They have a sense of humour I like,Indian,India,Women,Ranked first,1,0.19
496,497,They have a sense of humour I like,Indian,India,Women,Ranked second,2,0.22
496,497,They have a sense of humour I like,Indian,India,Women,Ranked third,3,0.2
496,497,They have a sense of humour I like,Indian,India,Women,Ranked fourth,4,0.16
496,497,They have a sense of humour I like,Indian,India,Women,Ranked fifth,5,0.14
496,497,They have a sense of humour I like,Indian,India,Women,Ranked sixth,6,0.1
496,497,They are intelligent,Indian,India,Women,Ranked first,1,0.22
496,497,They are intelligent,Indian,India,Women,Ranked second,2,0.23
496,497,They are intelligent,Indian,India,Women,Ranked third,3,0.23
496,497,They are intelligent,Indian,India,Women,Ranked fourth,4,0.17
496,497,They are intelligent,Indian,India,Women,Ranked fifth,5,0.1
496,497,They are intelligent,Indian,India,Women,Ranked sixth,6,0.04
496,497,They have/make a decent amount of money,Indian,India,Women,Ranked first,1,0.04
496,497,They have/make a decent amount of money,Indian,India,Women,Ranked second,2,0.09
496,497,They have/make a decent amount of money,Indian,India,Women,Ranked third,3,0.09
496,497,They have/make a decent amount of money,Indian,India,Women,Ranked fourth,4,0.16
496,497,They have/make a decent amount of money,Indian,India,Women,Ranked fifth,5,0.23
496,497,They have/make a decent amount of money,Indian,India,Women,Ranked sixth,6,0.39
496,497,They have similar interests to me,Indian,India,Women,Ranked first,1,0.2
496,497,They have similar interests to me,Indian,India,Women,Ranked second,2,0.18
496,497,They have similar interests to me,Indian,India,Women,Ranked third,3,0.18
496,497,They have similar interests to me,Indian,India,Women,Ranked fourth,4,0.17
496,497,They have similar interests to me,Indian,India,Women,Ranked fifth,5,0.14
496,497,They have similar interests to me,Indian,India,Women,Ranked sixth,6,0.13
616,539,They are good looking,Indonesian,Indonesia,Men,Ranked first,1,0.35
616,539,They are good looking,Indonesian,Indonesia,Men,Ranked second,2,0.19
616,539,They are good looking,Indonesian,Indonesia,Men,Ranked third,3,0.2
616,539,They are good looking,Indonesian,Indonesia,Men,Ranked fourth,4,0.11
616,539,They are good looking,Indonesian,Indonesia,Men,Ranked fifth,5,0.11
616,539,They are good looking,Indonesian,Indonesia,Men,Ranked sixth,6,0.05
616,539,They have a personality I like,Indonesian,Indonesia,Men,Ranked first,1,0.35
616,539,They have a personality I like,Indonesian,Indonesia,Men,Ranked second,2,0.26
616,539,They have a personality I like,Indonesian,Indonesia,Men,Ranked third,3,0.15
616,539,They have a personality I like,Indonesian,Indonesia,Men,Ranked fourth,4,0.12
616,539,They have a personality I like,Indonesian,Indonesia,Men,Ranked fifth,5,0.08
616,539,They have a personality I like,Indonesian,Indonesia,Men,Ranked sixth,6,0.04
616,539,They have a sense of humour I like,Indonesian,Indonesia,Men,Ranked first,1,0.08
616,539,They have a sense of humour I like,Indonesian,Indonesia,Men,Ranked second,2,0.16
616,539,They have a sense of humour I like,Indonesian,Indonesia,Men,Ranked third,3,0.18
616,539,They have a sense of humour I like,Indonesian,Indonesia,Men,Ranked fourth,4,0.32
616,539,They have a sense of humour I like,Indonesian,Indonesia,Men,Ranked fifth,5,0.19
616,539,They have a sense of humour I like,Indonesian,Indonesia,Men,Ranked sixth,6,0.07
616,539,They are intelligent,Indonesian,Indonesia,Men,Ranked first,1,0.15
616,539,They are intelligent,Indonesian,Indonesia,Men,Ranked second,2,0.26
616,539,They are intelligent,Indonesian,Indonesia,Men,Ranked third,3,0.26
616,539,They are intelligent,Indonesian,Indonesia,Men,Ranked fourth,4,0.2
616,539,They are intelligent,Indonesian,Indonesia,Men,Ranked fifth,5,0.09
616,539,They are intelligent,Indonesian,Indonesia,Men,Ranked sixth,6,0.03
616,539,They have/make a decent amount of money,Indonesian,Indonesia,Men,Ranked first,1,0.03
616,539,They have/make a decent amount of money,Indonesian,Indonesia,Men,Ranked second,2,0.03
616,539,They have/make a decent amount of money,Indonesian,Indonesia,Men,Ranked third,3,0.06
616,539,They have/make a decent amount of money,Indonesian,Indonesia,Men,Ranked fourth,4,0.09
616,539,They have/make a decent amount of money,Indonesian,Indonesia,Men,Ranked fifth,5,0.16
616,539,They have/make a decent amount of money,Indonesian,Indonesia,Men,Ranked sixth,6,0.64
616,539,They have similar interests to me,Indonesian,Indonesia,Men,Ranked first,1,0.05
616,539,They have similar interests to me,Indonesian,Indonesia,Men,Ranked second,2,0.1
616,539,They have similar interests to me,Indonesian,Indonesia,Men,Ranked third,3,0.15
616,539,They have similar interests to me,Indonesian,Indonesia,Men,Ranked fourth,4,0.17
616,539,They have similar interests to me,Indonesian,Indonesia,Men,Ranked fifth,5,0.36
616,539,They have similar interests to me,Indonesian,Indonesia,Men,Ranked sixth,6,0.17
429,506,They are good looking,Indonesian,Indonesia,Women,Ranked first,1,0.18
429,506,They are good looking,Indonesian,Indonesia,Women,Ranked second,2,0.12
429,506,They are good looking,Indonesian,Indonesia,Women,Ranked third,3,0.14
429,506,They are good looking,Indonesian,Indonesia,Women,Ranked fourth,4,0.18
429,506,They are good looking,Indonesian,Indonesia,Women,Ranked fifth,5,0.22
429,506,They are good looking,Indonesian,Indonesia,Women,Ranked sixth,6,0.17
429,506,They have a personality I like,Indonesian,Indonesia,Women,Ranked first,1,0.46
429,506,They have a personality I like,Indonesian,Indonesia,Women,Ranked second,2,0.2
429,506,They have a personality I like,Indonesian,Indonesia,Women,Ranked third,3,0.12
429,506,They have a personality I like,Indonesian,Indonesia,Women,Ranked fourth,4,0.1
429,506,They have a personality I like,Indonesian,Indonesia,Women,Ranked fifth,5,0.08
429,506,They have a personality I like,Indonesian,Indonesia,Women,Ranked sixth,6,0.04
429,506,They have a sense of humour I like,Indonesian,Indonesia,Women,Ranked first,1,0.09
429,506,They have a sense of humour I like,Indonesian,Indonesia,Women,Ranked second,2,0.22
429,506,They have a sense of humour I like,Indonesian,Indonesia,Women,Ranked third,3,0.2
429,506,They have a sense of humour I like,Indonesian,Indonesia,Women,Ranked fourth,4,0.17
429,506,They have a sense of humour I like,Indonesian,Indonesia,Women,Ranked fifth,5,0.19
429,506,They have a sense of humour I like,Indonesian,Indonesia,Women,Ranked sixth,6,0.14
429,506,They are intelligent,Indonesian,Indonesia,Women,Ranked first,1,0.18
429,506,They are intelligent,Indonesian,Indonesia,Women,Ranked second,2,0.26
429,506,They are intelligent,Indonesian,Indonesia,Women,Ranked third,3,0.27
429,506,They are intelligent,Indonesian,Indonesia,Women,Ranked fourth,4,0.16
429,506,They are intelligent,Indonesian,Indonesia,Women,Ranked fifth,5,0.08
429,506,They are intelligent,Indonesian,Indonesia,Women,Ranked sixth,6,0.05
429,506,They have/make a decent amount of money,Indonesian,Indonesia,Women,Ranked first,1,0.05
429,506,They have/make a decent amount of money,Indonesian,Indonesia,Women,Ranked second,2,0.1
429,506,They have/make a decent amount of money,Indonesian,Indonesia,Women,Ranked third,3,0.14
429,506,They have/make a decent amount of money,Indonesian,Indonesia,Women,Ranked fourth,4,0.19
429,506,They have/make a decent amount of money,Indonesian,Indonesia,Women,Ranked fifth,5,0.23
429,506,They have/make a decent amount of money,Indonesian,Indonesia,Women,Ranked sixth,6,0.28
429,506,They have similar interests to me,Indonesian,Indonesia,Women,Ranked first,1,0.03
429,506,They have similar interests to me,Indonesian,Indonesia,Women,Ranked second,2,0.11
429,506,They have similar interests to me,Indonesian,Indonesia,Women,Ranked third,3,0.12
429,506,They have similar interests to me,Indonesian,Indonesia,Women,Ranked fourth,4,0.2
429,506,They have similar interests to me,Indonesian,Indonesia,Women,Ranked fifth,5,0.22
429,506,They have similar interests to me,Indonesian,Indonesia,Women,Ranked sixth,6,0.32
505,707,They are good looking,Malaysian,Malaysia,Men,Ranked first,1,0.24
505,707,They are good looking,Malaysian,Malaysia,Men,Ranked second,2,0.15
505,707,They are good looking,Malaysian,Malaysia,Men,Ranked third,3,0.15
505,707,They are good looking,Malaysian,Malaysia,Men,Ranked fourth,4,0.16
505,707,They are good looking,Malaysian,Malaysia,Men,Ranked fifth,5,0.18
505,707,They are good looking,Malaysian,Malaysia,Men,Ranked sixth,6,0.13
505,707,They have a personality I like,Malaysian,Malaysia,Men,Ranked first,1,0.42
505,707,They have a personality I like,Malaysian,Malaysia,Men,Ranked second,2,0.23
505,707,They have a personality I like,Malaysian,Malaysia,Men,Ranked third,3,0.14
505,707,They have a personality I like,Malaysian,Malaysia,Men,Ranked fourth,4,0.1
505,707,They have a personality I like,Malaysian,Malaysia,Men,Ranked fifth,5,0.06
505,707,They have a personality I like,Malaysian,Malaysia,Men,Ranked sixth,6,0.05
505,707,They have a sense of humour I like,Malaysian,Malaysia,Men,Ranked first,1,0.08
505,707,They have a sense of humour I like,Malaysian,Malaysia,Men,Ranked second,2,0.21
505,707,They have a sense of humour I like,Malaysian,Malaysia,Men,Ranked third,3,0.21
505,707,They have a sense of humour I like,Malaysian,Malaysia,Men,Ranked fourth,4,0.2
505,707,They have a sense of humour I like,Malaysian,Malaysia,Men,Ranked fifth,5,0.18
505,707,They have a sense of humour I like,Malaysian,Malaysia,Men,Ranked sixth,6,0.12
505,707,They are intelligent,Malaysian,Malaysia,Men,Ranked first,1,0.11
505,707,They are intelligent,Malaysian,Malaysia,Men,Ranked second,2,0.16
505,707,They are intelligent,Malaysian,Malaysia,Men,Ranked third,3,0.26
505,707,They are intelligent,Malaysian,Malaysia,Men,Ranked fourth,4,0.24
505,707,They are intelligent,Malaysian,Malaysia,Men,Ranked fifth,5,0.18
505,707,They are intelligent,Malaysian,Malaysia,Men,Ranked sixth,6,0.05
505,707,They have/make a decent amount of money,Malaysian,Malaysia,Men,Ranked first,1,0.03
505,707,They have/make a decent amount of money,Malaysian,Malaysia,Men,Ranked second,2,0.07
505,707,They have/make a decent amount of money,Malaysian,Malaysia,Men,Ranked third,3,0.09
505,707,They have/make a decent amount of money,Malaysian,Malaysia,Men,Ranked fourth,4,0.12
505,707,They have/make a decent amount of money,Malaysian,Malaysia,Men,Ranked fifth,5,0.16
505,707,They have/make a decent amount of money,Malaysian,Malaysia,Men,Ranked sixth,6,0.52
505,707,They have similar interests to me,Malaysian,Malaysia,Men,Ranked first,1,0.11
505,707,They have similar interests to me,Malaysian,Malaysia,Men,Ranked second,2,0.18
505,707,They have similar interests to me,Malaysian,Malaysia,Men,Ranked third,3,0.15
505,707,They have similar interests to me,Malaysian,Malaysia,Men,Ranked fourth,4,0.18
505,707,They have similar interests to me,Malaysian,Malaysia,Men,Ranked fifth,5,0.24
505,707,They have similar interests to me,Malaysian,Malaysia,Men,Ranked sixth,6,0.13
806,604,They are good looking,Malaysian,Malaysia,Women,Ranked first,1,0.09
806,604,They are good looking,Malaysian,Malaysia,Women,Ranked second,2,0.08
806,604,They are good looking,Malaysian,Malaysia,Women,Ranked third,3,0.11
