Unweighted_Sample,Weighted_Sample,Question,Nationality,Country of Origin,Gender,Rank (text),Rank (number),Percentage
806,604,They are good looking,Malaysian,Malaysia,Women,Ranked fourth,4,0.14
806,604,They are good looking,Malaysian,Malaysia,Women,Ranked fifth,5,0.2
806,604,They are good looking,Malaysian,Malaysia,Women,Ranked sixth,6,0.38
806,604,They have a personality I like,Malaysian,Malaysia,Women,Ranked first,1,0.47
806,604,They have a personality I like,Malaysian,Malaysia,Women,Ranked second,2,0.23
806,604,They have a personality I like,Malaysian,Malaysia,Women,Ranked third,3,0.13
806,604,They have a personality I like,Malaysian,Malaysia,Women,Ranked fourth,4,0.09
806,604,They have a personality I like,Malaysian,Malaysia,Women,Ranked fifth,5,0.05
806,604,They have a personality I like,Malaysian,Malaysia,Women,Ranked sixth,6,0.03
806,604,They have a sense of humour I like,Malaysian,Malaysia,Women,Ranked first,1,0.14
806,604,They have a sense of humour I like,Malaysian,Malaysia,Women,Ranked second,2,0.21
806,604,They have a sense of humour I like,Malaysian,Malaysia,Women,Ranked third,3,0.21
806,604,They have a sense of humour I like,Malaysian,Malaysia,Women,Ranked fourth,4,0.2
806,604,They have a sense of humour I like,Malaysian,Malaysia,Women,Ranked fifth,5,0.12
806,604,They have a sense of humour I like,Malaysian,Malaysia,Women,Ranked sixth,6,0.11
806,604,They are intelligent,Malaysian,Malaysia,Women,Ranked first,1,0.13
806,604,They are intelligent,Malaysian,Malaysia,Women,Ranked second,2,0.2
806,604,They are intelligent,Malaysian,Malaysia,Women,Ranked third,3,0.22
806,604,They are intelligent,Malaysian,Malaysia,Women,Ranked fourth,4,0.22
806,604,They are intelligent,Malaysian,Malaysia,Women,Ranked fifth,5,0.17
806,604,They are intelligent,Malaysian,Malaysia,Women,Ranked sixth,6,0.06
806,604,They have/make a decent amount of money,Malaysian,Malaysia,Women,Ranked first,1,0.09
806,604,They have/make a decent amount of money,Malaysian,Malaysia,Women,Ranked second,2,0.13
806,604,They have/make a decent amount of money,Malaysian,Malaysia,Women,Ranked third,3,0.14
806,604,They have/make a decent amount of money,Malaysian,Malaysia,Women,Ranked fourth,4,0.18
806,604,They have/make a decent amount of money,Malaysian,Malaysia,Women,Ranked fifth,5,0.25
806,604,They have/make a decent amount of money,Malaysian,Malaysia,Women,Ranked sixth,6,0.21
806,604,They have similar interests to me,Malaysian,Malaysia,Women,Ranked first,1,0.08
806,604,They have similar interests to me,Malaysian,Malaysia,Women,Ranked second,2,0.15
806,604,They have similar interests to me,Malaysian,Malaysia,Women,Ranked third,3,0.19
806,604,They have similar interests to me,Malaysian,Malaysia,Women,Ranked fourth,4,0.17
806,604,They have similar interests to me,Malaysian,Malaysia,Women,Ranked fifth,5,0.2
806,604,They have similar interests to me,Malaysian,Malaysia,Women,Ranked sixth,6,0.22
325,322,They are good looking,Norwegian,Norway,Men,Ranked first,1,0.14
325,322,They are good looking,Norwegian,Norway,Men,Ranked second,2,0.16
325,322,They are good looking,Norwegian,Norway,Men,Ranked third,3,0.21
325,322,They are good looking,Norwegian,Norway,Men,Ranked fourth,4,0.19
325,322,They are good looking,Norwegian,Norway,Men,Ranked fifth,5,0.24
325,322,They are good looking,Norwegian,Norway,Men,Ranked sixth,6,0.05
325,322,They have a personality I like,Norwegian,Norway,Men,Ranked first,1,0.65
325,322,They have a personality I like,Norwegian,Norway,Men,Ranked second,2,0.17
325,322,They have a personality I like,Norwegian,Norway,Men,Ranked third,3,0.06
325,322,They have a personality I like,Norwegian,Norway,Men,Ranked fourth,4,0.06
325,322,They have a personality I like,Norwegian,Norway,Men,Ranked fifth,5,0.02
325,322,They have a personality I like,Norwegian,Norway,Men,Ranked sixth,6,0.03
325,322,They have a sense of humour I like,Norwegian,Norway,Men,Ranked first,1,0.05
325,322,They have a sense of humour I like,Norwegian,Norway,Men,Ranked second,2,0.28
325,322,They have a sense of humour I like,Norwegian,Norway,Men,Ranked third,3,0.3
325,322,They have a sense of humour I like,Norwegian,Norway,Men,Ranked fourth,4,0.18
325,322,They have a sense of humour I like,Norwegian,Norway,Men,Ranked fifth,5,0.17
325,322,They have a sense of humour I like,Norwegian,Norway,Men,Ranked sixth,6,0.01
325,322,They are intelligent,Norwegian,Norway,Men,Ranked first,1,0.06
325,322,They are intelligent,Norwegian,Norway,Men,Ranked second,2,0.15
325,322,They are intelligent,Norwegian,Norway,Men,Ranked third,3,0.23
325,322,They are intelligent,Norwegian,Norway,Men,Ranked fourth,4,0.27
325,322,They are intelligent,Norwegian,Norway,Men,Ranked fifth,5,0.24
325,322,They are intelligent,Norwegian,Norway,Men,Ranked sixth,6,0.04
325,322,They have/make a decent amount of money,Norwegian,Norway,Men,Ranked first,1,0.01
325,322,They have/make a decent amount of money,Norwegian,Norway,Men,Ranked second,2,0.01
325,322,They have/make a decent amount of money,Norwegian,Norway,Men,Ranked third,3,0.03
325,322,They have/make a decent amount of money,Norwegian,Norway,Men,Ranked fourth,4,0.05
325,322,They have/make a decent amount of money,Norwegian,Norway,Men,Ranked fifth,5,0.11
325,322,They have/make a decent amount of money,Norwegian,Norway,Men,Ranked sixth,6,0.79
325,322,They have similar interests to me,Norwegian,Norway,Men,Ranked first,1,0.08
325,322,They have similar interests to me,Norwegian,Norway,Men,Ranked second,2,0.22
325,322,They have similar interests to me,Norwegian,Norway,Men,Ranked third,3,0.17
325,322,They have similar interests to me,Norwegian,Norway,Men,Ranked fourth,4,0.24
325,322,They have similar interests to me,Norwegian,Norway,Men,Ranked fifth,5,0.21
325,322,They have similar interests to me,Norwegian,Norway,Men,Ranked sixth,6,0.07
308,311,They are good looking,Norwegian,Norway,Women,Ranked first,1,0.05
308,311,They are good looking,Norwegian,Norway,Women,Ranked second,2,0.09
308,311,They are good looking,Norwegian,Norway,Women,Ranked third,3,0.1
308,311,They are good looking,Norwegian,Norway,Women,Ranked fourth,4,0.22
308,311,They are good looking,Norwegian,Norway,Women,Ranked fifth,5,0.37
308,311,They are good looking,Norwegian,Norway,Women,Ranked sixth,6,0.17
308,311,They have a personality I like,Norwegian,Norway,Women,Ranked first,1,0.66
308,311,They have a personality I like,Norwegian,Norway,Women,Ranked second,2,0.2
308,311,They have a personality I like,Norwegian,Norway,Women,Ranked third,3,0.07
308,311,They have a personality I like,Norwegian,Norway,Women,Ranked fourth,4,0.05
308,311,They have a personality I like,Norwegian,Norway,Women,Ranked fifth,5,0.01
308,311,They have a personality I like,Norwegian,Norway,Women,Ranked sixth,6,0.01
308,311,They have a sense of humour I like,Norwegian,Norway,Women,Ranked first,1,0.14
308,311,They have a sense of humour I like,Norwegian,Norway,Women,Ranked second,2,0.34
308,311,They have a sense of humour I like,Norwegian,Norway,Women,Ranked third,3,0.29
308,311,They have a sense of humour I like,Norwegian,Norway,Women,Ranked fourth,4,0.12
308,311,They have a sense of humour I like,Norwegian,Norway,Women,Ranked fifth,5,0.08
308,311,They have a sense of humour I like,Norwegian,Norway,Women,Ranked sixth,6,0.03
308,311,They are intelligent,Norwegian,Norway,Women,Ranked first,1,0.05
308,311,They are intelligent,Norwegian,Norway,Women,Ranked second,2,0.16
308,311,They are intelligent,Norwegian,Norway,Women,Ranked third,3,0.25
308,311,They are intelligent,Norwegian,Norway,Women,Ranked fourth,4,0.34
308,311,They are intelligent,Norwegian,Norway,Women,Ranked fifth,5,0.17
308,311,They are intelligent,Norwegian,Norway,Women,Ranked sixth,6,0.03
308,311,They have/make a decent amount of money,Norwegian,Norway,Women,Ranked first,1,0.01
308,311,They have/make a decent amount of money,Norwegian,Norway,Women,Ranked second,2,0.01
308,311,They have/make a decent amount of money,Norwegian,Norway,Women,Ranked third,3,0.04
308,311,They have/make a decent amount of money,Norwegian,Norway,Women,Ranked fourth,4,0.05
308,311,They have/make a decent amount of money,Norwegian,Norway,Women,Ranked fifth,5,0.2
308,311,They have/make a decent amount of money,Norwegian,Norway,Women,Ranked sixth,6,0.69
308,311,They have similar interests to me,Norwegian,Norway,Women,Ranked first,1,0.1
308,311,They have similar interests to me,Norwegian,Norway,Women,Ranked second,2,0.21
308,311,They have similar interests to me,Norwegian,Norway,Women,Ranked third,3,0.25
308,311,They have similar interests to me,Norwegian,Norway,Women,Ranked fourth,4,0.21
308,311,They have similar interests to me,Norwegian,Norway,Women,Ranked fifth,5,0.16
308,311,They have similar interests to me,Norwegian,Norway,Women,Ranked sixth,6,0.07
496,506,They are good looking,Singaporean,Singapore,Men,Ranked first,1,0.2
496,506,They are good looking,Singaporean,Singapore,Men,Ranked second,2,0.18
496,506,They are good looking,Singaporean,Singapore,Men,Ranked third,3,0.16
496,506,They are good looking,Singaporean,Singapore,Men,Ranked fourth,4,0.17
496,506,They are good looking,Singaporean,Singapore,Men,Ranked fifth,5,0.2
496,506,They are good looking,Singaporean,Singapore,Men,Ranked sixth,6,0.08
496,506,They have a personality I like,Singaporean,Singapore,Men,Ranked first,1,0.49
496,506,They have a personality I like,Singaporean,Singapore,Men,Ranked second,2,0.23
496,506,They have a personality I like,Singaporean,Singapore,Men,Ranked third,3,0.14
496,506,They have a personality I like,Singaporean,Singapore,Men,Ranked fourth,4,0.07
496,506,They have a personality I like,Singaporean,Singapore,Men,Ranked fifth,5,0.04
496,506,They have a personality I like,Singaporean,Singapore,Men,Ranked sixth,6,0.03
496,506,They have a sense of humour I like,Singaporean,Singapore,Men,Ranked first,1,0.08
496,506,They have a sense of humour I like,Singaporean,Singapore,Men,Ranked second,2,0.19
496,506,They have a sense of humour I like,Singaporean,Singapore,Men,Ranked third,3,0.24
496,506,They have a sense of humour I like,Singaporean,Singapore,Men,Ranked fourth,4,0.23
496,506,They have a sense of humour I like,Singaporean,Singapore,Men,Ranked fifth,5,0.17
496,506,They have a sense of humour I like,Singaporean,Singapore,Men,Ranked sixth,6,0.09
496,506,They are intelligent,Singaporean,Singapore,Men,Ranked first,1,0.09
496,506,They are intelligent,Singaporean,Singapore,Men,Ranked second,2,0.13
496,506,They are intelligent,Singaporean,Singapore,Men,Ranked third,3,0.24
496,506,They are intelligent,Singaporean,Singapore,Men,Ranked fourth,4,0.24
496,506,They are intelligent,Singaporean,Singapore,Men,Ranked fifth,5,0.24
496,506,They are intelligent,Singaporean,Singapore,Men,Ranked sixth,6,0.06
496,506,They have/make a decent amount of money,Singaporean,Singapore,Men,Ranked first,1,0.02
496,506,They have/make a decent amount of money,Singaporean,Singapore,Men,Ranked second,2,0.04
496,506,They have/make a decent amount of money,Singaporean,Singapore,Men,Ranked third,3,0.07
496,506,They have/make a decent amount of money,Singaporean,Singapore,Men,Ranked fourth,4,0.09
496,506,They have/make a decent amount of money,Singaporean,Singapore,Men,Ranked fifth,5,0.17
496,506,They have/make a decent amount of money,Singaporean,Singapore,Men,Ranked sixth,6,0.61
496,506,They have similar interests to me,Singaporean,Singapore,Men,Ranked first,1,0.11
496,506,They have similar interests to me,Singaporean,Singapore,Men,Ranked second,2,0.23
496,506,They have similar interests to me,Singaporean,Singapore,Men,Ranked third,3,0.14
496,506,They have similar interests to me,Singaporean,Singapore,Men,Ranked fourth,4,0.21
496,506,They have similar interests to me,Singaporean,Singapore,Men,Ranked fifth,5,0.19
496,506,They have similar interests to me,Singaporean,Singapore,Men,Ranked sixth,6,0.12
534,524,They are good looking,Singaporean,Singapore,Women,Ranked first,1,0.09
534,524,They are good looking,Singaporean,Singapore,Women,Ranked second,2,0.06
534,524,They are good looking,Singaporean,Singapore,Women,Ranked third,3,0.09
534,524,They are good looking,Singaporean,Singapore,Women,Ranked fourth,4,0.14
534,524,They are good looking,Singaporean,Singapore,Women,Ranked fifth,5,0.23
534,524,They are good looking,Singaporean,Singapore,Women,Ranked sixth,6,0.4
534,524,They have a personality I like,Singaporean,Singapore,Women,Ranked first,1,0.5
534,524,They have a personality I like,Singaporean,Singapore,Women,Ranked second,2,0.21
534,524,They have a personality I like,Singaporean,Singapore,Women,Ranked third,3,0.13
534,524,They have a personality I like,Singaporean,Singapore,Women,Ranked fourth,4,0.09
534,524,They have a personality I like,Singaporean,Singapore,Women,Ranked fifth,5,0.04
534,524,They have a personality I like,Singaporean,Singapore,Women,Ranked sixth,6,0.03
534,524,They have a sense of humour I like,Singaporean,Singapore,Women,Ranked first,1,0.16
534,524,They have a sense of humour I like,Singaporean,Singapore,Women,Ranked second,2,0.28
534,524,They have a sense of humour I like,Singaporean,Singapore,Women,Ranked third,3,0.23
534,524,They have a sense of humour I like,Singaporean,Singapore,Women,Ranked fourth,4,0.16
534,524,They have a sense of humour I like,Singaporean,Singapore,Women,Ranked fifth,5,0.1
534,524,They have a sense of humour I like,Singaporean,Singapore,Women,Ranked sixth,6,0.07
534,524,They are intelligent,Singaporean,Singapore,Women,Ranked first,1,0.12
534,524,They are intelligent,Singaporean,Singapore,Women,Ranked second,2,0.16
534,524,They are intelligent,Singaporean,Singapore,Women,Ranked third,3,0.21
534,524,They are intelligent,Singaporean,Singapore,Women,Ranked fourth,4,0.26
534,524,They are intelligent,Singaporean,Singapore,Women,Ranked fifth,5,0.19
534,524,They are intelligent,Singaporean,Singapore,Women,Ranked sixth,6,0.08
534,524,They have/make a decent amount of money,Singaporean,Singapore,Women,Ranked first,1,0.03
534,524,They have/make a decent amount of money,Singaporean,Singapore,Women,Ranked second,2,0.07
534,524,They have/make a decent amount of money,Singaporean,Singapore,Women,Ranked third,3,0.13
534,524,They have/make a decent amount of money,Singaporean,Singapore,Women,Ranked fourth,4,0.16
534,524,They have/make a decent amount of money,Singaporean,Singapore,Women,Ranked fifth,5,0.3
534,524,They have/make a decent amount of money,Singaporean,Singapore,Women,Ranked sixth,6,0.3
534,524,They have similar interests to me,Singaporean,Singapore,Women,Ranked first,1,0.1
534,524,They have similar interests to me,Singaporean,Singapore,Women,Ranked second,2,0.23
534,524,They have similar interests to me,Singaporean,Singapore,Women,Ranked third,3,0.22
534,524,They have similar interests to me,Singaporean,Singapore,Women,Ranked fourth,4,0.19
534,524,They have similar interests to me,Singaporean,Singapore,Women,Ranked fifth,5,0.14
534,524,They have similar interests to me,Singaporean,Singapore,Women,Ranked sixth,6,0.13
507,490,They are good looking,Swedish,Sweden,Men,Ranked first,1,0.14
507,490,They are good looking,Swedish,Sweden,Men,Ranked second,2,0.12
507,490,They are good looking,Swedish,Sweden,Men,Ranked third,3,0.23
507,490,They are good looking,Swedish,Sweden,Men,Ranked fourth,4,0.18
507,490,They are good looking,Swedish,Sweden,Men,Ranked fifth,5,0.27
507,490,They are good looking,Swedish,Sweden,Men,Ranked sixth,6,0.04
507,490,They have a personality I like,Swedish,Sweden,Men,Ranked first,1,0.62
507,490,They have a personality I like,Swedish,Sweden,Men,Ranked second,2,0.2
507,490,They have a personality I like,Swedish,Sweden,Men,Ranked third,3,0.07
507,490,They have a personality I like,Swedish,Sweden,Men,Ranked fourth,4,0.05
507,490,They have a personality I like,Swedish,Sweden,Men,Ranked fifth,5,0.04
507,490,They have a personality I like,Swedish,Sweden,Men,Ranked sixth,6,0.03
507,490,They have a sense of humour I like,Swedish,Sweden,Men,Ranked first,1,0.09
507,490,They have a sense of humour I like,Swedish,Sweden,Men,Ranked second,2,0.29
507,490,They have a sense of humour I like,Swedish,Sweden,Men,Ranked third,3,0.25
507,490,They have a sense of humour I like,Swedish,Sweden,Men,Ranked fourth,4,0.22
507,490,They have a sense of humour I like,Swedish,Sweden,Men,Ranked fifth,5,0.11
507,490,They have a sense of humour I like,Swedish,Sweden,Men,Ranked sixth,6,0.04
507,490,They are intelligent,Swedish,Sweden,Men,Ranked first,1,0.08
507,490,They are intelligent,Swedish,Sweden,Men,Ranked second,2,0.21
507,490,They are intelligent,Swedish,Sweden,Men,Ranked third,3,0.23
507,490,They are intelligent,Swedish,Sweden,Men,Ranked fourth,4,0.27
507,490,They are intelligent,Swedish,Sweden,Men,Ranked fifth,5,0.17
507,490,They are intelligent,Swedish,Sweden,Men,Ranked sixth,6,0.05
507,490,They have/make a decent amount of money,Swedish,Sweden,Men,Ranked first,1,0
507,490,They have/make a decent amount of money,Swedish,Sweden,Men,Ranked second,2,0.01
507,490,They have/make a decent amount of money,Swedish,Sweden,Men,Ranked third,3,0.05
507,490,They have/make a decent amount of money,Swedish,Sweden,Men,Ranked fourth,4,0.04
507,490,They have/make a decent amount of money,Swedish,Sweden,Men,Ranked fifth,5,0.12
507,490,They have/make a decent amount of money,Swedish,Sweden,Men,Ranked sixth,6,0.77
507,490,They have similar interests to me,Swedish,Sweden,Men,Ranked first,1,0.08
507,490,They have similar interests to me,Swedish,Sweden,Men,Ranked second,2,0.16
507,490,They have similar interests to me,Swedish,Sweden,Men,Ranked third,3,0.18
507,490,They have similar interests to me,Swedish,Sweden,Men,Ranked fourth,4,0.23
507,490,They have similar interests to me,Swedish,Sweden,Men,Ranked fifth,5,0.29
507,490,They have similar interests to me,Swedish,Sweden,Men,Ranked sixth,6,0.06
499,523,They are good looking,Swedish,Sweden,Women,Ranked first,1,0.05
499,523,They are good looking,Swedish,Sweden,Women,Ranked second,2,0.1
499,523,They are good looking,Swedish,Sweden,Women,Ranked third,3,0.11
499,523,They are good looking,Swedish,Sweden,Women,Ranked fourth,4,0.21
499,523,They are good looking,Swedish,Sweden,Women,Ranked fifth,5,0.4
499,523,They are good looking,Swedish,Sweden,Women,Ranked sixth,6,0.13
499,523,They have a personality I like,Swedish,Sweden,Women,Ranked first,1,0.73
499,523,They have a personality I like,Swedish,Sweden,Women,Ranked second,2,0.13
499,523,They have a personality I like,Swedish,Sweden,Women,Ranked third,3,0.07
499,523,They have a personality I like,Swedish,Sweden,Women,Ranked fourth,4,0.05
499,523,They have a personality I like,Swedish,Sweden,Women,Ranked fifth,5,0.02
499,523,They have a personality I like,Swedish,Sweden,Women,Ranked sixth,6,0.01
499,523,They have a sense of humour I like,Swedish,Sweden,Women,Ranked first,1,0.08
499,523,They have a sense of humour I like,Swedish,Sweden,Women,Ranked second,2,0.37
499,523,They have a sense of humour I like,Swedish,Sweden,Women,Ranked third,3,0.26
499,523,They have a sense of humour I like,Swedish,Sweden,Women,Ranked fourth,4,0.19
499,523,They have a sense of humour I like,Swedish,Sweden,Women,Ranked fifth,5,0.07
499,523,They have a sense of humour I like,Swedish,Sweden,Women,Ranked sixth,6,0.03
499,523,They are intelligent,Swedish,Sweden,Women,Ranked first,1,0.07
499,523,They are intelligent,Swedish,Sweden,Women,Ranked second,2,0.18
499,523,They are intelligent,Swedish,Sweden,Women,Ranked third,3,0.28
499,523,They are intelligent,Swedish,Sweden,Women,Ranked fourth,4,0.28
499,523,They are intelligent,Swedish,Sweden,Women,Ranked fifth,5,0.17
499,523,They are intelligent,Swedish,Sweden,Women,Ranked sixth,6,0.02
499,523,They have/make a decent amount of money,Swedish,Sweden,Women,Ranked first,1,0
499,523,They have/make a decent amount of money,Swedish,Sweden,Women,Ranked second,2,0.01
499,523,They have/make a decent amount of money,Swedish,Sweden,Women,Ranked third,3,0.02
499,523,They have/make a decent amount of money,Swedish,Sweden,Women,Ranked fourth,4,0.05
499,523,They have/make a decent amount of money,Swedish,Sweden,Women,Ranked fifth,5,0.16
499,523,They have/make a decent amount of money,Swedish,Sweden,Women,Ranked sixth,6,0.76
499,523,They have similar interests to me,Swedish,Sweden,Women,Ranked first,1,0.08
499,523,They have similar interests to me,Swedish,Sweden,Women,Ranked second,2,0.22
499,523,They have similar interests to me,Swedish,Sweden,Women,Ranked third,3,0.26
499,523,They have similar interests to me,Swedish,Sweden,Women,Ranked fourth,4,0.22
499,523,They have similar interests to me,Swedish,Sweden,Women,Ranked fifth,5,0.18
499,523,They have similar interests to me,Swedish,Sweden,Women,Ranked sixth,6,0.05
426,503,They are good looking,Thai,Thailand,Men,Ranked first,1,0.33
426,503,They are good looking,Thai,Thailand,Men,Ranked second,2,0.2
426,503,They are good looking,Thai,Thailand,Men,Ranked third,3,0.2
426,503,They are good looking,Thai,Thailand,Men,Ranked fourth,4,0.15
426,503,They are good looking,Thai,Thailand,Men,Ranked fifth,5,0.08
426,503,They are good looking,Thai,Thailand,Men,Ranked sixth,6,0.05
426,503,They have a personality I like,Thai,Thailand,Men,Ranked first,1,0.34
426,503,They have a personality I like,Thai,Thailand,Men,Ranked second,2,0.26
426,503,They have a personality I like,Thai,Thailand,Men,Ranked third,3,0.15
426,503,They have a personality I like,Thai,Thailand,Men,Ranked fourth,4,0.13
426,503,They have a personality I like,Thai,Thailand,Men,Ranked fifth,5,0.07
426,503,They have a personality I like,Thai,Thailand,Men,Ranked sixth,6,0.04
426,503,They have a sense of humour I like,Thai,Thailand,Men,Ranked first,1,0.12
426,503,They have a sense of humour I like,Thai,Thailand,Men,Ranked second,2,0.22
426,503,They have a sense of humour I like,Thai,Thailand,Men,Ranked third,3,0.24
426,503,They have a sense of humour I like,Thai,Thailand,Men,Ranked fourth,4,0.22
426,503,They have a sense of humour I like,Thai,Thailand,Men,Ranked fifth,5,0.11
426,503,They have a sense of humour I like,Thai,Thailand,Men,Ranked sixth,6,0.1
426,503,They are intelligent,Thai,Thailand,Men,Ranked first,1,0.12
426,503,They are intelligent,Thai,Thailand,Men,Ranked second,2,0.22
426,503,They are intelligent,Thai,Thailand,Men,Ranked third,3,0.28
426,503,They are intelligent,Thai,Thailand,Men,Ranked fourth,4,0.25
426,503,They are intelligent,Thai,Thailand,Men,Ranked fifth,5,0.08
426,503,They are intelligent,Thai,Thailand,Men,Ranked sixth,6,0.05
426,503,They have/make a decent amount of money,Thai,Thailand,Men,Ranked first,1,0.02
426,503,They have/make a decent amount of money,Thai,Thailand,Men,Ranked second,2,0.04
426,503,They have/make a decent amount of money,Thai,Thailand,Men,Ranked third,3,0.08
426,503,They have/make a decent amount of money,Thai,Thailand,Men,Ranked fourth,4,0.09
426,503,They have/make a decent amount of money,Thai,Thailand,Men,Ranked fifth,5,0.29
426,503,They have/make a decent amount of money,Thai,Thailand,Men,Ranked sixth,6,0.47
426,503,They have similar interests to me,Thai,Thailand,Men,Ranked first,1,0.07
426,503,They have similar interests to me,Thai,Thailand,Men,Ranked second,2,0.06
426,503,They have similar interests to me,Thai,Thailand,Men,Ranked third,3,0.06
426,503,They have similar interests to me,Thai,Thailand,Men,Ranked fourth,4,0.16
426,503,They have similar interests to me,Thai,Thailand,Men,Ranked fifth,5,0.37
426,503,They have similar interests to me,Thai,Thailand,Men,Ranked sixth,6,0.29
596,519,They are good looking,Thai,Thailand,Women,Ranked first,1,0.2
596,519,They are good looking,Thai,Thailand,Women,Ranked second,2,0.15
596,519,They are good looking,Thai,Thailand,Women,Ranked third,3,0.19
596,519,They are good looking,Thai,Thailand,Women,Ranked fourth,4,0.18
596,519,They are good looking,Thai,Thailand,Women,Ranked fifth,5,0.13
596,519,They are good looking,Thai,Thailand,Women,Ranked sixth,6,0.14
596,519,They have a personality I like,Thai,Thailand,Women,Ranked first,1,0.33
596,519,They have a personality I like,Thai,Thailand,Women,Ranked second,2,0.18
596,519,They have a personality I like,Thai,Thailand,Women,Ranked third,3,0.14
596,519,They have a personality I like,Thai,Thailand,Women,Ranked fourth,4,0.17
596,519,They have a personality I like,Thai,Thailand,Women,Ranked fifth,5,0.13
596,519,They have a personality I like,Thai,Thailand,Women,Ranked sixth,6,0.06
596,519,They have a sense of humour I like,Thai,Thailand,Women,Ranked first,1,0.15
596,519,They have a sense of humour I like,Thai,Thailand,Women,Ranked second,2,0.21
596,519,They have a sense of humour I like,Thai,Thailand,Women,Ranked third,3,0.19
596,519,They have a sense of humour I like,Thai,Thailand,Women,Ranked fourth,4,0.18
596,519,They have a sense of humour I like,Thai,Thailand,Women,Ranked fifth,5,0.16
596,519,They have a sense of humour I like,Thai,Thailand,Women,Ranked sixth,6,0.11
596,519,They are intelligent,Thai,Thailand,Women,Ranked first,1,0.13
596,519,They are intelligent,Thai,Thailand,Women,Ranked second,2,0.24
596,519,They are intelligent,Thai,Thailand,Women,Ranked third,3,0.25
596,519,They are intelligent,Thai,Thailand,Women,Ranked fourth,4,0.2
596,519,They are intelligent,Thai,Thailand,Women,Ranked fifth,5,0.12
596,519,They are intelligent,Thai,Thailand,Women,Ranked sixth,6,0.07
596,519,They have/make a decent amount of money,Thai,Thailand,Women,Ranked first,1,0.04
596,519,They have/make a decent amount of money,Thai,Thailand,Women,Ranked second,2,0.11
596,519,They have/make a decent amount of money,Thai,Thailand,Women,Ranked third,3,0.11
596,519,They have/make a decent amount of money,Thai,Thailand,Women,Ranked fourth,4,0.12
596,519,They have/make a decent amount of money,Thai,Thailand,Women,Ranked fifth,5,0.23
596,519,They have/make a decent amount of money,Thai,Thailand,Women,Ranked sixth,6,0.4
596,519,They have similar interests to me,Thai,Thailand,Women,Ranked first,1,0.16
596,519,They have similar interests to me,Thai,Thailand,Women,Ranked second,2,0.11
596,519,They have similar interests to me,Thai,Thailand,Women,Ranked third,3,0.13
596,519,They have similar interests to me,Thai,Thailand,Women,Ranked fourth,4,0.15
596,519,They have similar interests to me,Thai,Thailand,Women,Ranked fifth,5,0.24
596,519,They have similar interests to me,Thai,Thailand,Women,Ranked sixth,6,0.22
620,670,They are good looking,UAE,UAE,Men,Ranked first,1,0.28
620,670,They are good looking,UAE,UAE,Men,Ranked second,2,0.19
620,670,They are good looking,UAE,UAE,Men,Ranked third,3,0.14
620,670,They are good looking,UAE,UAE,Men,Ranked fourth,4,0.13
620,670,They are good looking,UAE,UAE,Men,Ranked fifth,5,0.19
620,670,They are good looking,UAE,UAE,Men,Ranked sixth,6,0.06
620,670,They have a personality I like,UAE,UAE,Men,Ranked first,1,0.34
620,670,They have a personality I like,UAE,UAE,Men,Ranked second,2,0.21
620,670,They have a personality I like,UAE,UAE,Men,Ranked third,3,0.18
620,670,They have a personality I like,UAE,UAE,Men,Ranked fourth,4,0.11
620,670,They have a personality I like,UAE,UAE,Men,Ranked fifth,5,0.09
620,670,They have a personality I like,UAE,UAE,Men,Ranked sixth,6,0.06
620,670,They have a sense of humour I like,UAE,UAE,Men,Ranked first,1,0.08
620,670,They have a sense of humour I like,UAE,UAE,Men,Ranked second,2,0.17
620,670,They have a sense of humour I like,UAE,UAE,Men,Ranked third,3,0.21
620,670,They have a sense of humour I like,UAE,UAE,Men,Ranked fourth,4,0.25
620,670,They have a sense of humour I like,UAE,UAE,Men,Ranked fifth,5,0.2
620,670,They have a sense of humour I like,UAE,UAE,Men,Ranked sixth,6,0.09
620,670,They are intelligent,UAE,UAE,Men,Ranked first,1,0.14
620,670,They are intelligent,UAE,UAE,Men,Ranked second,2,0.23
620,670,They are intelligent,UAE,UAE,Men,Ranked third,3,0.23
620,670,They are intelligent,UAE,UAE,Men,Ranked fourth,4,0.22
620,670,They are intelligent,UAE,UAE,Men,Ranked fifth,5,0.13
620,670,They are intelligent,UAE,UAE,Men,Ranked sixth,6,0.05
620,670,They have/make a decent amount of money,UAE,UAE,Men,Ranked first,1,0.03
620,670,They have/make a decent amount of money,UAE,UAE,Men,Ranked second,2,0.06
620,670,They have/make a decent amount of money,UAE,UAE,Men,Ranked third,3,0.07
620,670,They have/make a decent amount of money,UAE,UAE,Men,Ranked fourth,4,0.08
620,670,They have/make a decent amount of money,UAE,UAE,Men,Ranked fifth,5,0.16
620,670,They have/make a decent amount of money,UAE,UAE,Men,Ranked sixth,6,0.6
620,670,They have similar interests to me,UAE,UAE,Men,Ranked first,1,0.12
620,670,They have similar interests to me,UAE,UAE,Men,Ranked second,2,0.15
620,670,They have similar interests to me,UAE,UAE,Men,Ranked third,3,0.16
620,670,They have similar interests to me,UAE,UAE,Men,Ranked fourth,4,0.21
620,670,They have similar interests to me,UAE,UAE,Men,Ranked fifth,5,0.23
620,670,They have similar interests to me,UAE,UAE,Men,Ranked sixth,6,0.13
382,332,They are good looking,UAE,UAE,Women,Ranked first,1,0.12
382,332,They are good looking,UAE,UAE,Women,Ranked second,2,0.11
